Age,Gender,Exercise Level,Diet Type,Sleep Hours,Work Hours per Week,Screen Time per Day (Hours),Social Interaction Score,Happiness Score,Stress Level
56,Male,High,Keto,5.6,29,5.4,4.1,9.9,Moderate
39,Male,Moderate,Vegetarian,5.7,42,4.2,6.8,6.7,Low
21,Other,Low,Vegetarian,10.7,49,2.3,1.2,8.1,Moderate
30,Female,Moderate,Balanced,8.5,50,4.2,6.3,1.1,Moderate
62,Male,Low,Balanced,6.2,29,5.0,3.6,8.9,Moderate
59,Other,High,Junk Food,6.3,38,3.3,7.0,9.6,High
37,Female,High,Junk Food,7.8,38,3.0,2.3,6.2,Moderate
30,Other,Moderate,Vegetarian,7.7,42,5.1,7.6,7.8,High
34,Male,Moderate,Vegetarian,5.1,51,5.5,6.8,5.6,Moderate
53,Female,Low,Junk Food,6.9,39,3.4,9.7,3.6,High
50,Female,High,Junk Food,5.7,23,5.5,9.2,8.7,High
18,Other,Low,Vegetarian,6.7,52,7.4,3.5,6.4,Low
32,Female,High,Keto,6.4,20,4.8,1.2,6.2,Moderate
30,Male,Moderate,Vegetarian,8.0,32,7.1,6.9,6.9,High
34,Male,Low,Keto,6.1,22,7.6,6.4,8.7,Low
41,Male,Low,Keto,6.7,31,2.6,1.2,7.6,Moderate
25,Other,High,Vegetarian,3.7,48,2.6,2.1,2.9,Low
44,Female,High,Vegan,7.0,50,4.9,6.3,5.2,High
62,Female,High,Junk Food,5.3,55,5.5,9.2,9.8,Low
40,Female,Moderate,Balanced,4.2,21,4.6,9.2,6.0,Low
63,Male,Low,Vegetarian,8.2,41,4.0,2.4,9.4,Moderate
25,Female,High,Keto,6.4,41,5.8,4.5,8.3,High
25,Male,Moderate,Vegetarian,3.4,50,2.0,1.4,7.0,Moderate
43,Female,High,Junk Food,5.3,33,7.8,5.2,4.1,Moderate
64,Male,Low,Keto,6.5,48,3.4,7.8,3.7,Low
30,Female,High,Balanced,6.6,54,7.5,8.1,6.8,High
56,Other,Low,Balanced,5.8,28,2.7,5.5,4.9,Moderate
54,Other,Moderate,Balanced,1.5,51,3.4,1.9,8.2,High
45,Male,Moderate,Vegan,5.7,46,3.4,4.4,7.8,Moderate
42,Male,High,Keto,8.1,29,8.0,9.4,3.8,Low
33,Female,Low,Keto,8.6,44,2.0,3.1,7.3,Moderate
19,Female,Low,Vegan,5.6,52,5.8,3.9,5.5,Moderate
35,Other,Low,Keto,9.3,30,7.2,7.7,3.9,Moderate
34,Female,High,Vegan,4.1,56,6.0,7.6,4.7,High
47,Male,Low,Vegetarian,5.3,28,4.2,9.2,9.1,Low
56,Male,Low,Junk Food,7.8,26,7.7,4.5,4.2,High
30,Male,Low,Balanced,7.6,26,7.4,5.6,3.6,Moderate
49,Male,Low,Vegan,6.5,53,4.6,5.2,4.2,Low
46,Male,High,Vegan,4.8,38,5.4,9.3,2.9,High
63,Other,High,Vegan,4.8,39,7.8,7.9,5.9,Moderate
47,Other,Low,Vegetarian,5.4,44,7.9,8.5,2.3,Low
35,Male,Low,Vegan,4.9,24,4.7,2.2,8.4,Low
30,Female,Moderate,Junk Food,6.7,48,7.1,8.1,3.0,Moderate
60,Male,Moderate,Junk Food,6.4,46,3.8,4.9,6.4,Low
38,Other,Low,Balanced,4.8,44,4.2,1.2,2.1,Low
47,Male,Low,Vegetarian,6.0,56,3.0,1.5,9.8,High
38,Other,Moderate,Junk Food,2.5,34,3.3,7.1,5.1,Low
34,Other,Moderate,Keto,7.0,23,5.9,4.3,8.4,High
57,Male,Low,Keto,7.6,33,5.1,8.8,7.9,High
36,Male,High,Keto,5.1,36,3.4,7.6,7.4,High
32,Female,High,Vegan,5.3,40,4.4,1.2,8.4,High
26,Other,Low,Vegan,6.9,35,4.2,7.2,1.9,Low
27,Female,Low,Keto,6.7,45,7.9,2.7,7.1,Low
61,Male,Moderate,Balanced,7.7,28,7.1,4.8,3.4,High
48,Other,Moderate,Balanced,5.3,21,4.3,6.6,8.1,Low
40,Female,High,Vegan,5.5,34,7.5,8.9,9.6,High
47,Female,Low,Keto,6.2,54,4.1,5.1,9.1,High
50,Female,Moderate,Balanced,4.9,43,6.0,8.3,2.0,High
26,Male,High,Vegan,6.1,57,7.8,8.0,4.3,Moderate
64,Male,High,Keto,4.9,33,4.3,4.7,4.3,Low
18,Male,High,Vegetarian,7.1,56,6.1,5.5,2.1,Low
61,Other,Moderate,Keto,5.1,56,3.8,7.3,1.9,High
52,Male,Moderate,Keto,6.9,25,3.6,1.3,4.5,Low
28,Other,Low,Junk Food,8.7,37,5.4,9.0,9.9,High
51,Female,Low,Junk Food,7.1,41,7.9,7.9,6.1,Low
33,Female,High,Vegetarian,6.8,37,4.7,3.2,6.6,High
26,Male,High,Vegetarian,4.5,21,7.6,9.8,5.2,High
49,Female,Moderate,Keto,8.6,51,7.5,2.6,7.0,Moderate
32,Male,Moderate,Balanced,8.2,36,3.5,9.2,9.6,High
29,Other,Low,Vegetarian,6.3,20,4.4,3.9,6.3,Moderate
50,Female,Low,Keto,5.9,28,5.9,7.9,1.6,Low
62,Male,Low,Vegan,5.3,32,5.1,5.1,5.4,Low
31,Female,Moderate,Junk Food,9.2,55,2.6,7.6,9.9,Moderate
25,Female,High,Balanced,7.7,56,8.0,2.4,4.5,Low
25,Male,Low,Keto,5.4,49,6.5,3.4,6.3,Moderate
44,Female,Low,Vegan,8.1,50,4.6,1.9,2.0,Low
29,Female,Moderate,Junk Food,8.5,42,5.7,8.8,2.3,Moderate
18,Female,Low,Vegan,6.5,47,2.5,3.7,8.9,Moderate
60,Female,High,Keto,6.0,29,5.0,7.3,3.7,High
57,Other,Moderate,Vegetarian,5.0,44,7.6,8.4,3.7,Low
59,Female,Low,Junk Food,7.6,55,7.4,9.1,4.5,High
28,Female,Low,Vegan,5.9,45,4.0,2.0,9.7,Moderate
56,Male,Moderate,Vegetarian,5.8,45,5.2,9.0,1.8,High
60,Other,Moderate,Balanced,6.5,32,6.2,2.8,8.4,Moderate
48,Male,Low,Keto,5.3,36,4.0,7.6,4.1,Low
34,Male,High,Keto,8.8,59,2.4,7.6,8.6,Low
50,Male,Moderate,Junk Food,8.0,23,5.0,1.1,9.9,Low
49,Other,High,Vegan,6.6,42,5.6,3.0,4.1,Moderate
46,Male,Low,Balanced,5.2,54,2.0,5.4,2.2,High
38,Male,High,Junk Food,5.3,30,2.6,4.8,2.3,Low
38,Male,Low,Junk Food,5.2,31,3.2,9.3,7.8,Moderate
57,Female,Low,Vegan,4.7,28,4.1,4.2,2.3,High
40,Male,Low,Balanced,7.0,34,5.2,9.4,3.3,Moderate
23,Other,Low,Vegan,5.5,56,3.8,5.1,2.8,Moderate
39,Other,High,Keto,5.5,24,3.7,9.7,4.2,Low
55,Female,Low,Vegetarian,5.3,38,7.2,7.6,1.7,Moderate
54,Other,Low,Keto,8.0,30,2.9,8.5,8.7,Moderate
62,Other,High,Keto,5.4,28,5.0,1.9,8.7,High
25,Female,Moderate,Junk Food,8.4,54,7.7,6.3,4.7,Low
58,Male,High,Keto,6.1,46,5.8,2.3,6.5,Moderate
52,Female,High,Balanced,4.6,32,6.3,3.7,6.8,Moderate
28,Male,High,Keto,7.2,31,4.6,6.6,7.7,High
41,Male,Low,Balanced,7.8,28,2.1,7.5,5.7,Moderate
38,Other,Low,Vegan,5.2,47,5.9,1.4,5.6,Moderate
19,Female,Low,Junk Food,6.6,32,5.8,5.8,6.7,Moderate
57,Other,Moderate,Balanced,7.0,39,2.7,6.1,7.3,Moderate
36,Other,Low,Keto,6.6,32,4.8,1.7,4.1,Moderate
56,Male,Moderate,Junk Food,5.8,46,7.5,5.5,4.0,High
45,Other,Low,Junk Food,7.8,45,3.2,7.4,3.4,Moderate
34,Female,High,Balanced,6.1,48,4.8,1.5,5.9,Moderate
23,Other,Low,Balanced,5.6,48,4.8,7.8,4.2,Moderate
36,Other,Moderate,Vegetarian,3.9,41,6.9,6.2,5.9,Moderate
55,Male,Moderate,Vegetarian,3.9,28,6.9,8.5,4.7,Low
45,Female,Low,Junk Food,6.8,43,6.6,3.0,8.5,Low
19,Other,High,Vegetarian,6.4,38,4.2,8.5,1.7,Low
55,Male,Low,Keto,7.8,57,2.4,1.9,6.1,Low
54,Other,Low,Vegan,8.2,50,4.1,4.6,6.2,High
21,Female,Low,Junk Food,6.1,58,6.1,2.8,4.5,Low
39,Other,High,Vegan,7.9,34,6.2,8.9,4.8,High
43,Other,Moderate,Vegetarian,5.7,51,7.8,7.3,8.2,Low
60,Male,High,Balanced,6.3,48,4.7,1.2,3.5,High
53,Other,Moderate,Junk Food,6.2,53,5.8,1.1,8.8,Low
30,Male,Moderate,Vegetarian,8.9,28,5.2,3.6,9.1,Moderate
49,Female,Moderate,Keto,4.6,54,2.9,2.3,6.9,Low
34,Other,High,Junk Food,6.6,25,4.8,6.7,8.0,Low
58,Female,Low,Junk Food,5.5,56,5.3,7.0,6.5,Low
53,Female,Low,Balanced,6.1,33,7.7,9.5,5.7,Moderate
63,Other,Low,Junk Food,6.0,28,4.2,9.6,9.7,High
36,Male,Low,Balanced,6.6,38,7.9,6.9,3.5,High
52,Female,Low,Vegetarian,8.5,42,5.3,1.1,2.4,Moderate
63,Female,High,Keto,9.4,47,3.5,4.2,3.6,Low
57,Other,High,Keto,7.5,35,3.1,5.6,6.5,Low
45,Other,High,Junk Food,5.0,45,2.9,5.5,2.7,Low
18,Other,High,Junk Food,6.2,57,4.7,6.4,9.2,High
59,Other,High,Vegetarian,6.9,59,2.1,9.6,4.7,High
35,Other,High,Balanced,5.9,44,4.7,9.0,8.6,Moderate
57,Other,High,Keto,6.1,54,7.9,2.0,3.2,Moderate
50,Male,Low,Balanced,6.4,24,6.0,3.4,3.8,High
29,Female,Moderate,Vegetarian,7.7,26,6.6,8.5,1.5,Low
25,Male,High,Keto,7.3,42,2.7,8.4,3.3,Low
41,Male,Moderate,Keto,5.6,44,4.8,3.5,5.4,Low
33,Other,High,Vegan,7.4,20,3.7,7.6,9.5,Low
21,Female,High,Vegetarian,9.1,41,7.4,7.0,4.5,Moderate
55,Male,Low,Vegetarian,4.2,23,3.1,5.3,6.8,Moderate
61,Other,Moderate,Vegan,5.8,47,4.8,2.8,4.8,High
44,Other,Low,Balanced,5.7,33,5.5,9.0,1.4,Moderate
26,Female,Low,Vegan,6.6,52,5.1,7.1,5.5,Low
64,Male,Moderate,Vegetarian,3.8,23,7.0,2.5,1.6,High
33,Male,Low,Balanced,8.5,30,3.4,7.3,9.0,Moderate
29,Male,High,Keto,6.6,58,4.3,7.7,7.8,Moderate
48,Other,High,Vegan,6.9,51,6.8,9.0,4.4,Moderate
41,Female,High,Balanced,6.8,23,5.2,3.0,6.8,Moderate
31,Female,High,Balanced,5.7,20,4.4,9.9,2.0,Moderate
62,Male,High,Balanced,7.5,45,2.2,2.4,7.3,Low
42,Other,Low,Vegan,6.5,52,6.5,6.4,8.4,Low
51,Male,Low,Keto,3.4,36,7.8,6.9,8.4,Low
20,Female,High,Balanced,6.3,46,5.7,4.8,3.6,Moderate
41,Other,High,Vegan,6.1,24,7.1,5.3,3.4,High
59,Male,Low,Vegetarian,7.5,26,5.1,9.0,5.7,Low
26,Male,Moderate,Vegan,10.6,44,3.4,6.8,9.7,Low
43,Other,Low,Vegan,7.1,27,2.1,5.5,9.3,Moderate
37,Female,Low,Vegan,9.7,53,5.9,2.2,4.2,High
57,Other,Low,Balanced,5.5,23,5.0,1.1,8.0,Low
27,Male,Low,Vegan,5.6,31,6.7,2.1,9.3,Low
36,Male,Low,Vegetarian,6.1,50,6.2,9.6,3.3,High
20,Male,Moderate,Balanced,7.1,30,7.9,7.9,8.5,Moderate
41,Male,High,Vegetarian,5.5,56,5.1,9.7,3.4,High
22,Female,High,Junk Food,4.1,55,4.6,1.3,4.1,Moderate
20,Female,Moderate,Vegan,6.5,41,3.7,7.1,2.8,Low
44,Male,High,Balanced,4.8,20,4.9,1.4,5.6,High
33,Female,High,Balanced,8.2,23,7.2,8.0,8.6,High
32,Female,High,Vegan,7.5,55,2.3,4.4,5.8,Low
52,Female,Moderate,Keto,5.4,27,7.9,1.9,2.1,Low
29,Male,Moderate,Keto,7.2,44,8.0,6.1,3.3,Moderate
58,Other,High,Vegetarian,5.7,47,5.6,3.5,6.1,Low
61,Other,High,Vegan,6.4,57,4.0,6.9,6.2,Low
43,Other,High,Vegan,6.4,55,3.3,6.9,6.2,High
64,Male,Low,Junk Food,6.0,55,3.7,7.3,1.7,Moderate
51,Female,Low,Keto,7.7,23,2.3,9.9,7.8,Low
40,Female,Low,Keto,4.8,32,4.9,4.5,9.2,High
48,Male,Moderate,Vegan,7.3,57,2.3,5.2,5.6,Low
37,Male,High,Vegetarian,7.0,44,6.3,8.2,7.5,Low
29,Other,Moderate,Vegan,4.4,22,4.2,6.2,9.2,Low
40,Other,Moderate,Vegetarian,5.3,51,3.2,1.3,6.8,Low
21,Male,Moderate,Keto,4.9,58,5.3,8.6,7.1,Moderate
40,Other,High,Junk Food,6.0,20,7.8,1.5,7.5,High
18,Female,Low,Balanced,6.6,30,6.2,2.5,3.3,High
42,Male,High,Keto,5.1,21,5.0,1.9,6.2,Low
19,Male,High,Vegetarian,8.0,24,6.7,1.7,8.6,High
47,Female,Moderate,Vegan,8.1,41,6.4,1.2,3.7,Low
20,Female,Moderate,Keto,8.4,32,7.4,1.5,9.1,High
38,Female,Moderate,Junk Food,2.4,42,3.2,5.0,6.6,Moderate
42,Other,Low,Vegetarian,9.4,50,7.2,3.3,4.8,Moderate
37,Male,Low,Vegan,6.7,54,3.8,2.1,6.6,High
39,Other,Low,Balanced,6.6,57,7.6,6.9,4.6,Low
38,Female,High,Vegetarian,6.3,54,3.7,3.0,8.5,Low
50,Other,Moderate,Vegan,4.5,32,7.6,1.2,5.3,Low
55,Female,High,Balanced,7.0,26,7.8,4.8,9.1,Low
32,Other,Low,Vegan,8.9,24,2.9,3.8,5.6,Moderate
63,Other,Moderate,Balanced,6.7,48,7.8,3.9,6.9,Low
32,Female,Low,Balanced,4.8,27,2.5,5.0,10.0,Low
63,Other,Moderate,Balanced,4.2,27,3.3,7.0,2.3,Low
42,Male,Moderate,Vegan,6.1,26,4.7,6.5,7.6,Low
38,Other,High,Balanced,5.4,38,8.0,9.4,2.2,Moderate
41,Other,High,Vegetarian,7.6,58,4.9,5.7,8.5,High
22,Male,Low,Junk Food,8.6,42,5.3,5.3,6.4,High
23,Female,High,Junk Food,7.2,55,6.2,2.9,9.4,Low
60,Male,High,Balanced,6.4,51,7.8,7.8,8.8,Low
61,Other,High,Junk Food,6.3,23,6.7,2.3,1.7,High
64,Female,Moderate,Junk Food,6.6,49,3.3,5.4,2.2,Moderate
40,Other,High,Balanced,4.8,58,3.8,4.8,6.4,Moderate
21,Other,Low,Balanced,7.4,24,2.6,6.9,5.7,Moderate
44,Male,Moderate,Vegetarian,4.9,22,5.9,9.3,2.5,Moderate
35,Male,Moderate,Keto,8.2,41,3.1,9.5,2.2,Moderate
38,Female,High,Vegan,6.0,47,3.5,2.5,6.1,Moderate
45,Female,Moderate,Balanced,7.7,41,7.3,3.4,1.4,Moderate
52,Female,Low,Balanced,4.3,41,4.0,8.3,8.9,Moderate
39,Other,Low,Junk Food,7.7,53,5.4,5.7,8.3,Moderate
57,Male,Moderate,Vegetarian,8.5,48,4.4,5.1,8.1,Low
40,Male,High,Junk Food,4.6,32,2.4,7.4,1.1,Moderate
20,Male,High,Balanced,6.3,26,4.2,6.4,1.4,Low
57,Female,Moderate,Balanced,7.0,29,4.4,9.7,5.9,High
27,Male,Low,Junk Food,7.1,47,7.4,6.3,9.9,Low
42,Male,Moderate,Balanced,6.0,23,3.9,5.2,4.1,High
25,Male,High,Keto,5.7,51,4.3,5.9,4.1,Low
28,Female,High,Vegan,6.9,41,6.7,8.3,2.2,High
